148,Ashinaga Scholarships for Orphaned Students from Sub-Saharan Africa,https://www.scholars4dev.com/17480/ashinaga-scholarships-for-orphaned-students-from-sub-saharan-afri,Ashinaga,Bachelors Degree,29 Feb 2016 (annual),Study in: Any country,Course starts 2016
149,Global Study Awards for International Students,https://www.scholars4dev.com/16701/global-study-awards-for-international-students/,"","",30 Nov 2015/30 Jun 2016,Study in: UK,Next course starts Jan-Apr/Aug-Oct 2016
150,Adobe Research Women in Technology Scholarship,https://www.scholars4dev.com/17973/adobe-research-women-in-technology-scholarship/,Adobe Resarch,Undergraduate Degree,31 Dec 2015,Study in: Any Country,Course starts AY 2016-2017
151,Top 15 Bachelor’s Degree Scholarships for International Students,https://www.scholars4dev.com/9252/top-10-bachelors-degree-scholarships-for-international-students/,"","","for international students that are being offered, there are a significant number of",to be found. Major universities have scholarship programs in place for incoming international underg,""
152,Masters scholarships,https://www.scholars4dev.com/9346/top-50-masters-degree-scholarships-for-international-students/,"","","for international students that are being offered, there are a significant number of",to be found. Major universities have scholarship programs in place for incoming international underg,""
153,international scholarships for undergraduate degrees,https://www.scholars4dev.com/category/level-of-study/undergraduate-scholarships/,"","","for international students that are being offered, there are a significant number of",to be found. Major universities have scholarship programs in place for incoming international underg,""
154,ANU International University Scholarship,https://www.scholars4dev.com/15678/anu-international-university-scholarship/,Australian National University,"",TBA (annual),Study in: Australia,Course starts 2016
155,Greek Government Scholarships for Foreign Students,https://www.scholars4dev.com/4816/greek-scholarships-for-international-students/,Greek Government,"",30 April 2015,Study in: Greece,Course starts 2016
156,Chinese Government Scholarships-Bilateral Program for International Students,https://www.scholars4dev.com/2514/chinese-government-scholarships-for-international-students/,Chinese Government,Bachelors/Masters/PhD Degree,Jan-April (annual),Study in: China,Course starts 2019
157,ISH-London Met Scholarship Scheme,https://www.scholars4dev.com/6517/london-met-scholarships-for-developing-countries/,London Metropolitan Univ,Masters Degree,30 April 2015 (annual),"Study in: London, UK",Next course starts September 2015
158,Global Business Scholarship at S P Jain School of Global Management,https://www.scholars4dev.com/13899/global-business-scholarship-bachelors-level/,S P Jain School of Global Management,Bachelors Degree,Rolling,"Study in: Singapore, Dubai, Australia",Course starts Jan/Sept 2016
159,Kadir Has University Undergraduate Scholarships in Turkey for International Students,https://www.scholars4dev.com/12072/kadir-has-university-undergraduate-scholarships-in-turkey-for-int,Kadir Has University,Bachelors Degree,29 August 2014,Study in: Turkey,Course starts 2015
160,Turkiye Scholarships for International Undergraduate Students,https://www.scholars4dev.com/11557/turkiye-scholarships-for-international-undergraduate-students/,Turkish Government,Bachelors Degree,19 May 2014 (annual),Study in: Turkey,Course starts September 2014
161,Slovak Government Scholarships for Selected Developing Countries,https://www.scholars4dev.com/4781/slovak-government-scholarships-for-international-students/,Slovak Gov’t,Bachelors/Masters/PhD Degree,30 May 2014 (annual),Study in: Slovakia,Course starts Sept 2014
162,The HP Women’s Scholarship Fund at University of the People,https://www.scholars4dev.com/11126/hp-womens-scholarship-fund-at-university-of-the-people/,University of the People,Associate Degree,10 Dec 2015,Study in: Any Country (online),Term starts Jan 2016
163,Western Union Scholarship Fund at University of the People,https://www.scholars4dev.com/11128/western-union-scholarship-fund-at-university-of-the-people/,University of the People,Associate Degree,8 May 2014,Study in: Any Country (online),Term starts June 2014
164,Taiwan Government Scholarships for International Students,https://www.scholars4dev.com/3103/taiwan-government-scholarships-for-international-students/,Government of Taiwan,Bachelors/Masters/PhD Degree,31 March (annual),Study in: Taiwan,Course starts September 2019
165,Japanese Government Scholarships for International Research Students,https://www.scholars4dev.com/3426/japanese-government-scholarships-for-international-students/,Japanese Government,Masters/PhD Degree,varies,Study in: Japan,Course starts October 2015
166,IDB Scholarships for Muslim Communities in Non-Member Countries,https://www.scholars4dev.com/3729/idb-scholarships-for-muslims/,Islamic Development Bank,Bachelors (BS) Degree,"varies, June-Dec",Study in: home country/IDB country,Next course starts 2015
167,Microsoft4Afrika Scholarship at UoPeople,https://www.scholars4dev.com/9799/microsoft4afrika-scholarship-at-uopeople/,University of the People,Associate Degree,8 May 2014,Study in: Any Country (online),Term starts September 2014
168,Danish Government Scholarships at University College of Northern Denmark,https://www.scholars4dev.com/10964/danish-government-scholarships-at-university-college-of-northern-,University Coll. of North. Denmark,Bachelor’s Degree,15 Mar/1 Nov 2016,Study in: Denmark,Course starts Sept 2016/Feb 2017
169,Norwegian Quota Scholarship Scheme,https://www.scholars4dev.com/1965/quota-scholarships-for-developing-countries/,Norwegian Government,Bachelors/Masters/PhD Degree,1 December (annual),Study in: Norway,Next course starts 2016
170,ANGUS-SAWISE Scholarships in Science and Engineering for African Women,https://www.scholars4dev.com/1774/sawise-scholarships-for-african-women/,SA WISE,"",30 November (annual),Study in: Africa,""
171,SGU Commonwealth Jubilee Scholarship Program,https://www.scholars4dev.com/8564/scholarships-for-international-students-st-george-university/,St. George’s University,Bachelor’s/Masters Degree,Rolling,Study in: Grenada,Course starts 2016
172,Hungarian Government Scholarships for Foreign Students,https://www.scholars4dev.com/3421/hungarian-government-scholarships-for-international-students/,Hungarian Government,Diploma/BS/MS/PhD,7 April 2014 (annual),Study in: Hungary,Course starts AY 2014-2015
